	name	count
10382	DO NOT BUY	133
23870	DOES NOT WORK	103
382	DID NOT WORK	74
17006	WASTE OF MONEY	67
19298	DON'T WASTE YOUR	57
19214	WHEN IT WORKS	56
22811	NOT WORTH THE	53
25216	NOT BUY THIS	50
7846	NOT WORK WITH	50
3997	TO SET UP	46
11911	WASTE YOUR MONEY	45
4289	IT TO WORK	41
1792	GET IT TO	40
17875	WORTH THE MONEY	35
21228	DON'T BUY THIS	35
11712	OUT OF THE	33
13433	WORK FOR ME	32
1428	WASTE YOUR TIME	31
19760	STOPPED WORKING AFTER	31
15658	OF THE BOX	30
25221	PIECE OF JUNK	29
18260	A WASTE OF	29
20954	NOT A GOOD	28
21901	DON'T BUY IT	27
15482	BUY THIS ROUTER	27
19431	AS GOOD AS	27
18923	WORKED GREAT FOR	26
11196	NOT WORTH IT	25
17376	WOULD NOT RECOMMEND	25
12497	I WOULD NOT	25
8189	EASY TO SET	25
2751	IT WORKS BUT	25
25256	IF YOU HAVE	25
24161	HAD TO RETURN	24
24185	A FEW MONTHS	24
10000	THIS ROUTER IS	24
24852	FOR THE PRICE	24
15863	SAVE YOUR MONEY	23
23542	TECH SUPPORT IS	23
7190	DIDN'T WORK FOR	22
12911	IT WAS A	21
7615	NOT WORK FOR	21
5417	BUY THIS PRODUCT	20
25139	WASTE OF TIME	20
15203	NOT WHAT I	20
9256	BUT NOT GREAT	20
9613	YOU PAY FOR	19
11180	WORST CUSTOMER SERVICE	19
7239	WORK WITH MY	19
8767	I HAD TO	19
4959	I BOUGHT THIS	19
24488	COULD NOT GET	19
24885	GREAT WHEN IT	19
12512	TIME AND MONEY	18
9614	NOT RECOMMEND THIS	18
11501	GOOD BUT NOT	18
12305	GOOD FOR A	18
5695	FOR A FEW	17
9930	WITH THIS ROUTER	17
565	NOT COMPATIBLE WITH	17
21191	IF YOU WANT	17
2685	WIFI RANGE EXTENDER	17
23344	NOT AS GOOD	17
22394	OF THE TIME	17
2375	NOT WORK AS	17
13429	THIS IS THE	17
16589	PIECE OF GARBAGE	16
785	NOT THE BEST	16
13861	WHAT YOU PAY	16
8540	IF YOU ARE	16
8343	TO RETURN IT	16
11992	WORKED FINE FOR	16
13342	GET WHAT YOU	16
8605	THIS PRODUCT IS	15
5555	EASY TO INSTALL	15
2665	FOR ABOUT A	15
6969	WOULD NOT BUY	15
19886	I HAVE EVER	15
13971	AND IT WAS	15
21873	IS A GOOD	15
494	I HAVE HAD	15
5425	POOR CUSTOMER SERVICE	14
19744	IT DOES NOT	14
13440	VERY EASY TO	14
13731	BUY SOMETHING ELSE	14
4993	CUSTOMER SUPPORT IS	14
11242	STAY AWAY FROM	14
25045	WAS EASY TO	14
26419	WOULD NOT WORK	14
22625	NOT SO MUCH	14
23588	COULDN'T GET IT	14
2878	A GOOD ROUTER	14
9030	NOT VERY GOOD	14
16096	GREAT FOR A	13
6897	IT WORKS FINE	13
21629	ALL THE TIME	13
4665	EASY TO SETUP	13
22393	FINE FOR A	13
16474	TERRIBLE CUSTOMER SERVICE	13
5178	THIS IS A	13
5211	PIECE OF CRAP	13
20312	TO GET IT	13
25249	MONEY ON THIS	13
12645	YOU WANT TO	13
1482	SEEMS TO BE	13
11377	IT DID NOT	13
13549	LIVE UP TO	13
21991	WORK AS ADVERTISED	13
8070	WORKED FOR ABOUT	13
12286	PRODUCT IS NOT	13
10795	A LOT OF	13
8503	WORKS GREAT FOR	12
5205	WANTED TO LIKE	12
12729	GOOD PRODUCT BUT	12
8403	ABOUT A WEEK	12
215	ON THIS ROUTER	12
24359	ONE OF THE	12
8721	NETGEAR CUSTOMER SERVICE	12
6694	IT SEEMS TO	12
14031	SET IT UP	12
8557	NETGEAR IS A	12
19242	IF YOU NEED	12
13748	THE ROUTER IS	12
20434	GREAT IF YOU	12
1959	IS NOT GOOD	12
22736	A NEW ROUTER	12
13772	WHAT I EXPECTED	12
25166	I HAVE A	12
25087	NOT WASTE YOUR	12
20911	BETTER THAN THE	12
1546	DO NOT WASTE	12
10477	NOT SO GREAT	12
14496	NETGEAR TECH SUPPORT	12
3766	WITH WINDOWS 10	11
8451	SET UP WAS	11
8309	A FEW DAYS	11
1738	IT WORKED GREAT	11
7820	IT WORKED FINE	11
15116	A GREAT ROUTER	11
18118	WORKED FOR A	11
13397	WORK FOR US	11
24061	WILL NOT WORK	11
17112	THAN MY OLD	11
17263	GOOD ROUTER BUT	11
654	SUPPORT IS A	11
9779	CUSTOMER SERVICE EVER	11
8646	IS A WASTE	11
11113	NOT WORK WELL	11
975	TO LIKE IT	11
13482	I PURCHASED THIS	11
20501	AND IT WORKS	11
5059	A GOOD PRODUCT	11
7019	YOUR MONEY ON	11
17918	LESS THAN A	11
2936	NO CUSTOMER SUPPORT	11
17840	WORTH THE PRICE	11
21880	SET UP AND	11
17873	THIS THING IS	11
17400	AT ALL COSTS	11
7323	DOES THE JOB	10
12670	THIS RANGE EXTENDER	10
22278	TECH SUPPORT WAS	10
7117	GREAT ROUTER BUT	10
22795	ROUTER BUT NOT	10
21535	THIS ROUTER WILL	10
20517	WORK AT ALL	10
9203	LIKE THIS ROUTER	10
8448	NOT BUY AGAIN	10
8439	DIED AFTER MONTHS	10
24620	DO NOT PURCHASE	10
25667	THIS PIECE OF	10
5182	A COUPLE OF	10
3277	TO CONNECT TO	10
15140	COULD BE BETTER	10
20895	AFTER A FEW	10
2846	GREAT AT FIRST	10
14579	AVOID AT ALL	10
22902	MOST OF THE	10
3851	NOT SO GOOD	10
15064	NOT GET IT	10
6827	NOT READY FOR	10
6659	ROUTER IS A	10
9306	IT WORKS GREAT	10
18228	BE PREPARED TO	10
9534	NOT GOOD FOR	10
1118	EASY TO USE	10
17728	IN LESS THAN	10
22484	GREAT PRODUCT BUT	9
10656	RECOMMEND THIS PRODUCT	9
13242	AWAY FROM THIS	9
8023	UP TO THE	9
12528	DOES NOT EXTEND	9
7156	FOR A COUPLE	9
23264	WITH THE EXTENDER	9
11636	I WAS EXPECTING	9
8885	FOR THE FIRST	9
12219	IT WORKED FOR	9
26427	RANGE EXTENDER NOT	9
5372	THE PRODUCT IS	9
17954	OF TIME AND	9
23719	YOU HAVE A	9
24067	TO SEND IT	9
6658	TO BE A	9
17815	AFTER A MONTH	9
6090	TRYING TO GET	9
8012	AFTER MONTHS OF	9
18197	GOOD WHEN IT	9
24591	RANGE IS NOT	9
1200	SUPPORT FROM NETGEAR	9
13569	FAILED AFTER MONTHS	9
11470	AT FIRST BUT	9
861	IS A JOKE	9
1844	WHEN IT WORKED	9
3545	FOR MONTHS AND	9
14075	HAS TO BE	9
3699	NOT A BAD	9
26096	MONTHS OF USE	9
23774	NOT HAPPY WITH	9
6551	I HAVE TO	9
14089	YOU GET WHAT	9
14323	BUT IT WORKS	9
22240	DID NOT EXTEND	9
13778	I WOULD LIKE	9
4683	I SHOULD HAVE	9
10321	BEEN ABLE TO	9
11010	IT DOESN'T WORK	9
16770	TO PAY FOR	8
24704	TO GET THIS	8
3274	TO THE ROUTER	8
19893	TO LIKE THIS	8
20240	IT WOULD BE	8
4013	WORKED WELL FOR	8
21771	THOUGHT IT WOULD	8
19415	WORKS MUCH BETTER	8
342	IT WAS WORKING	8
17257	MY OLD NETGEAR	8
5662	THE RANGE OF	8
4161	NO BETTER THAN	8
24263	NOT WORK AT	8
13524	IS THE WORST	8
2093	TO THIS DEVICE	8
4992	DISAPPOINTED IN THIS	8
7502	OK BUT NOT	8
25136	MY OLD ROUTER	8
14341	BUY IF YOU	8
25152	THIS ROUTER WAS	8
7330	I GOT IT	8
15337	NOT SURE IF	8
3921	UNABLE TO OBTAIN	8
20490	A BAD ROUTER	8
24778	NOT EASY TO	8
16718	YOU HAVE TO	8
3758	WORST ROUTER I	8
11701	THE WORST ROUTER	8
7077	HAVE TO RESTART	8
15682	WILL NEVER BUY	8
20727	IS NOT THE	8
20559	NETGEAR SUPPORT IS	8
190	TO OBTAIN IP	8
22666	I AM DISAPPOINTED	8
25010	A GREAT PRODUCT	8
17627	RIGHT OUT OF	8
16182	IT IS NOT	8
11362	IS THE BEST	8
20832	THIS IS NOT	8
22955	WORKING AFTER MONTHS	8
11404	IF YOU DON'T	8
5459	RECOMMEND THIS ROUTER	8
23119	IT IS A	8
15915	A WEEK AND	8
7680	HAVE TO RESET	8
8292	A NEW ONE	8
15834	OBTAIN IP ADDRESS	8
24226	GOOD FOR THE	8
16345	CUSTOMER SERVICE SUCKS	8
25306	HORRIBLE CUSTOMER SERVICE	8
17647	DONT WASTE YOUR	8
12928	IT BUT IT	8
4372	THE WORST CUSTOMER	8
10020	I BOUGHT THE	8
19206	GREAT FOR THE	8
9285	I HAD A	7
21321	PRODUCT AND SUPPORT	7
25640	STILL TRYING TO	7
