	name	count
3141	THE	46313
15526	TO	32226
17128	I	30905
8609	AND	24994
15665	IT	22337
17333	A	21740
5831	THIS	14589
5654	IS	12245
124	ROUTER	11996
639	MY	11612
15280	OF	11320
7113	FOR	10630
11793	NOT	10188
4681	WAS	9480
20568	THAT	9414
4052	WITH	9347
36	IN	8278
18806	HAVE	8081
20312	ON	7770
3827	BUT	7555
13290	NETGEAR	6699
10844	YOU	5313
1258	AS	4857
3476	UP	4428
16733	HAD	4331
20982	SO	4110
4133	BE	4103
11920	SUPPORT	3955
21965	FROM	3934
17291	GET	3926
11893	ME	3845
9209	WOULD	3822
11330	WORK	3685
11962	ONE	3671
10689	NO	3556
8553	AT	3446
18152	THEY	3428
12588	AFTER	3417
9157	ALL	3336
6052	IF	3300
2855	WILL	3196
7024	OR	3139
19301	AN	3104
20777	WHEN	3082
1684	PRODUCT	3001
1458	WIFI	2940
1753	JUST	2923
8410	ONLY	2641
17467	OUT	2613
3743	SIGNAL	2601
5112	CONNECTION	2587
5266	INTERNET	2558
1918	ARE	2527
19650	TIME	2507
15834	EXTENDER	2465
4626	HAS	2352
14294	VERY	2339
19419	ABOUT	2287
19525	DO	2272
2073	THEN	2266
4073	BACK	2243
22130	WIRELESS	2211
6972	DEVICE	2137
2290	THAN	2104
15082	DID	2101
6956	NETWORK	2041
13789	PROBLEM	2029
21334	WHICH	2029
15060	EVEN	2010
18153	RANGE	1974
5565	GOOD	1958
7786	DEVICES	1933
7486	FIRMWARE	1902
14578	MORE	1897
17034	IT'S	1868
19483	CONNECT	1840
16437	AM	1827
8100	COULD	1824
16897	WHAT	1806
13249	NOW	1806
3335	WORKED	1788
16606	CAN	1781
8377	WORKS	1766
5710	WORKING	1711
15711	YOUR	1709
9364	SET	1682
15927	OTHER	1682
17762	USE	1671
21459	LIKE	1643
7385	THERE	1634
10507	BECAUSE	1633
3922	THEIR	1615
20652	SAME	1604
260	BY	1555
15227	GREAT	1550
15296	BOUGHT	1549
8802	NEW	1545
6661	BEEN	1539
20770	TRIED	1523
4885	WELL	1513
8279	ANY	1503
806	UNIT	1502
21633	DOES	1491
15016	SPEED	1437
13042	WE	1435
82	BUY	1426
18083	BETTER	1419
14179	GOT	1418
4466	I'M	1411
20848	DON'T	1405
2968	MONTHS	1384
1319	ISSUE	1382
7554	AGAIN	1365
20812	FIRST	1355
13442	STILL	1344
8059	CONNECTED	1321
11291	SERVICE	1303
8158	SOME	1302
11753	OVER	1289
11758	RETURN	1285
16438	TECH	1284
