	name	count
5656	TO	28852
11387	YOU	27721
3799	THE	26874
10284	AND	17527
7533	YOUR	13485
11233	THAT	11682
7499	A	11646
4872	WITH	11168
8215	US	10334
11962	TEAM	9778
4740	ARE	8576
6336	PLEASE	7760
10203	AT	7754
6832	IS	7594
6614	CAN	7579
8546	FOR	7575
3327	EMAIL	7297
2294	WE	6525
9889	THIS	6510
4987	HELP	6017
3796	OF	5776
7456	GET	5650
9928	ANY	5499
992	SUPPORT	5245
8175	REVIEW	4915
5485	IT	4824
124	ON	4535
7329	IF	4426
11727	LIKE	4410
9190	HAVE	4387
11131	LINK	4105
3404	NETGEARTEAM@NETGEAR.COM	4011
11831	CONTACT	4007
9540	BE	3944
623	WANT	3934
7448	OUR	3793
45	IN	3557
4753	NUMBER	3345
1463	FIRMWARE	3332
1548	AS	3167
1047	SERIAL	3165
9479	INCLUDE	3094
1409	SORRY	3086
6194	HI	3026
7251	I	3021
12449	HELLO	2809
5271	WORKING	2807
11297	OR	2614
9765	CASE	2611
3957	WILL	2591
12525	NEED	2497
11733	SO	2432
12530	APOLOGIZE	2419
163	ROUTER	2383
11003	WOULD	2347
12812	TROUBLE	2214
2606	NETGEAR	2192
11212	RUNNING	2106
6726	ALSO	2097
11744	FROM	2044
10929	HEY	1963
6967	WHAT	1927
5809	OTHER	1864
9543	KNOW	1856
12687	HEAR	1832
3617	LET	1773
12713	AMAZON@NETGEAR.COM	1703
849	NOT	1684
10008	DO	1605
10804	HAVING	1600
7294	MORE	1539
9533	ISSUES	1534
2156	JUST	1527
12092	HAPPY	1521
342	NUMBERS	1503
325	BY	1478
658	TIME	1436
2179	ALWAYS	1426
8371	DETAILS	1422
8396	THEY	1405
4204	UP	1360
10502	LOOK	1355
758	THERE	1322
3788	VERY	1318
2960	ANYTHING	1306
10938	ALL	1296
11469	WHEN	1268
9709	ISSUE	1259
5676	WAS	1223
3225	MAKE	1220
2811	THAN	1212
9484	INFORMATION	1200
9747	WARRANTY	1193
12897	FREE	1191
9757	AN	1170
7655	OUT	1158
7637	SURE	1129
5946	ALONG	1114
5801	RIGHT	1099
6773	HAD	1093
8801	FEEL	1083
6580	SEE	1079
9819	THINGS	1071
8740	SHOULD	1063
2941	WHENEVER	1061
8468	DIRECTLY	1047
1561	ELSE	1029
2361	COPY	1024
2812	GETTING	1009
12644	PASTE	1006
8138	EMPTY	988
264	WORK	983
2543	WE'D	962
5683	PROBLEMS	957
996	UNIT	932
1863	FORWARD	930
12445	ASSISTANCE	916
789	MY	889
3151	HARDWARE	877
4603	BUT	877
9880	ABOUT	877
8143	R7000	862
5732	INVESTIGATE	858
9428	QUESTIONS	832
671	NOTHING	827
5686	THEM	817
1637	HOPE	800
5611	HAS	798
3455	AWAY	797
4261	SUPPORT.NETGEAR.COM	780
5697	EXTENDER	775
3233	PROBLEM	767
7341	PERFORMANCE	730
2076	PRODUCT	729
8923	MAY	725
8662	SOON	708
10052	BEEN	706
9318	CURRENT	705
418	REMEMBER	689
1046	ONE	685
2302	WN3000RP	679
3477	CHANCE	674
11335	GAVE	672
8610	WNDR4300	666
4635	REPLACEMENT	655
4471	ISN'T	650
4621	BEST	648
2804	STILL	648
6340	STANDING	644
334	INTO	642
7976	USE	634
6253	SOME	628
2944	YOU.REGARDS,NETGEAR	613
6193	CONNECTION	582
1792	AFTER	582
5948	ASK	575
5884	USING	567
4493	FORUMS	564
4902	BACK	555
405	APOLOGIES	550
4759	DID	546
10322	ABLE	542
9075	AGAIN	540
10878	YOU'VE	535
306	MOMENT	531
4412	ASSIST	520
3940	BUSINESS	520
8152	UNDER	518
4545	EARN	517
4626	PRODUCTS	516
9342	DEVICES	513
12814	EX7000	507
4678	SPEED	506
10799	POSSIBLE	506
5136	WERE	504
10514	NEW	503
9768	NO	501
5804	ME	497
13085	WIRELESS	493
8951	DON'T	487
7974	DAYS	476
3697	HERE	471
12454	YEAR	467
667	HOW	464
2562	THEN	462
3565	RANGE	460
2073	FIXED	454
10569	LATEST	450
5944	WELL	443
