	name	count
3635	ADDRESS UNABLE OBTAIN IP ADDRESS	6
4041	UNABLE OBTAIN IP ADDRESS UNABLE	6
2010	IP ADDRESS UNABLE OBTAIN IP	6
4112	OBTAIN IP ADDRESS UNABLE OBTAIN	6
4784	DUAL BAND WI-FI GIGABIT ROUTER	5
2409	AC1200 DESKTOP WIFI RANGE EXTENDER	4
3151	NETGEAR N750 DUAL BAND WI-FI	4
4457	N750 DUAL BAND WI-FI GIGABIT	4
4683	NETGEAR AC1200 DESKTOP WIFI RANGE	4
3473	GET PAY KIDDING IT'S WORSE	3
622	PRODOUCTS MAY CUSTOMER SERVICE STINKS	3
3484	PAIN SET CALLED NETGEAR CUSTOMER	3
628	WIFI RANGE EXTENDER ACTUALLY WORKS	3
643	TERRIBLE AWFUL ENOUGH WORDS DESCRIBE	3
631	ALWAYS PROBLEM AVAILBLE CONNECTION ACTUAL	3
3507	NIGHTHAWK X4 AC2200 WIFI RANGE	3
3416	AVOID EXTENDER BASE ROUTER NIGHTHAWK	3
3397	RECOMMENDED BUY ETHERNET CABLE TRY	3
3377	FELT LIKE TAKEN STEP BACKWARDS	3
3350	STAY CONNECTED WEP SWITCHED WPA2	3
3348	BETTER SET ASUS MEDIA BRIDGE	3
3339	LIKE STILL LOT QUALITY RELIABILITY	3
3506	WOULD PERSON LITTLE NETWORKING EXPERIENCE	3
3534	DON'T EXTENDER PLAN USE 2.4GB	3
3511	FLOOR PRETTY WELL HARDLY GO	3
3571	WORK SEVERAL WASTED HOURS TECH	3
3623	LIKE 300 FEET AWAY LOST	3
3618	SUPPORT PRODUCT DURABLE ENOUGH RECOMMENDATION	3
3611	GHZ AC2200 EXTENDER NEWEST FIRMWARE	3
3610	WEAK SIGNAL BULKY RETURNED IMMEDIATELY	3
3603	OVERPRICED PIECE GARBAGE FREQUENTLY LOCKS	3
584	EASY ENOUGH POSITIONED 60 FEET	3
3596	WORKED WORKED GREAT QUIT REASON	3
3569	PIECE GARBAGE FREQUENTLY LOCKS REQUIRING	3
3527	MAKES CREATE NETWORK REALLY EXTENDER	3
3568	2X CONNECTED PROBLEM 5X WOULDN'T	3
3564	R8500 REPLACED ASUS RT 66U	3
3563	IT'S GET BETTER INTERNET GARAGE	3
606	ALONG NETGEAR ROUTER PRACTICE MAKE	3
3557	FIRMWARE SETUP BUY ANOTHER BRAND	3
3554	PROBLEM INCREDIBLY CRAPPY NETGEAR SUPPORT	3
3547	MAJOR DISAPPOINTMENT FIRST UNIT ARRIVED	3
3329	EXPERIENCED WORST CUSTOMER SERVICE EVER	3
0	EXTENDER ALSO NIGHTHAWK ROUTER WORK	3
